COLL,COURSE,CRED,CREDagg,CRN,CRNagg,DELIVERY,PROFS,ROOM,TERM,TIMEBLOCK,TITLE
SC,NURS 307L:15,0,0,58502,58502,In-Person,,"MSBM147 ,",1ST,B8/K5,NURS 307 Lab
SC,NURS 307L:16,0,0,58503,58503,In-Person,,"MSBC117 ,",1ST,B8/K1,NURS 307 Lab
SC,NURS 308:11,6,6,53195,53195,In-Person,,"MSBM147 , MSBS225",1ST,B2/B6/C2/K6/L6/L8,Physical & Mental Illness
SC,NURS 308:12,6,6,53733,53733,In-Person,,"MSBM147 , MSBS225",1ST,A4/B8/C1/K5/K7/L7,Physical & Mental Illness
SC,NURS 308:13,6,6,58504,58504,In-Person,,"MSBC117 , MSBS225",1ST,A2/B1/C1/C8/K8/L1,Physical & Mental Illness
SC,NURS 308:72N,6,6,58918,58918,Online-No Scheduled Delivery,,Distance,L6,TBA,Mental & Physical Illness
SC,NURS 309:11,3,3,53229,53229,In-Person,,,1ST,U1/U4/U7/W1/W4/W7/X1/X4/X7/Z1/Z4/Z7,Nursing Roles & Practices III
SC,NURS 309:12,3,3,54140,54140,In-Person,,,1ST,O2/O5/O8/U2/U5/U8/X2/X5/X8/Z2/Z5/Z8,Nursing Roles & Practices III
SC,NURS 309:13,3,3,58505,58505,In-Person,,,1ST,O2/O5/O8/U2/U5/U8/X2/X5/X8/Z2/Z5/Z8,Nursing Roles & Practices III
SC,NURS 332:21,3,3,53225,53225,In-Person,,MSBM147,2ND,X5/Z2,Multi-System Health Challenges
SC,NURS 332:22,3,3,53735,53735,In-Person,,MSBS225,2ND,U4/X4,Multi-System Health Challenges
SC,NURS 332:23,3,3,58506,58506,In-Person,,"MSBM147 , MSBS225",2ND,W7/X7,Multi-System Health Challenges
SC,NURS 332:72N,3,3,58919,58919,Online-No Scheduled Delivery,,Distance,L2,TBA,Multi-System Health Challenges
SC,NURS 332L:21,0,0,53226,53226,In-Person,,MSBC117,2ND,A6,NURS 332 Lab
SC,NURS 332L:22,0,0,53307,53307,In-Person,,MSBC117,2ND,B6,NURS 332 Lab
SC,NURS 332L:23,0,0,53737,53737,In-Person,,MSBC117,2ND,L1,NURS 332 Lab
SC,NURS 332L:24,0,0,56046,56046,In-Person,,MSBC117,2ND,A2,NURS 332 Lab
SC,NURS 332L:25,0,0,58507,58507,In-Person,,MSBC117,2ND,B1,NURS 332 Lab
SC,NURS 332L:26,0,0,58508,58508,In-Person,,MSBC117,2ND,C1,NURS 332 Lab
SC,NURS 333:21,6,6,53227,53227,In-Person,,MSBM147,2ND,B3/C2/C6/K2/L3/L5,Physical Health II
SC,NURS 333:22,6,6,53741,53741,In-Person,,MSBS225,2ND,A5/B1/C1/C2/K2/K7,Physical Health II
SC,NURS 333:23,6,6,58509,58509,In-Person,,MSBS225,2ND,A2/B8/C8/L1,Physical Health II
SC,NURS 333:72N,6,6,58920,58920,Online-No Scheduled Delivery,,Distance,L6,TBA,Physical Health II
SC,NURS 334:21,3,3,53231,53231,In-Person,,,2ND,U1/U4/U7/W1/W4/W7/X1/X4/X7/Z1/Z4/Z7,Nursing Roles & Practices IV
SC,NURS 334:22,3,3,54141,54141,In-Person,,,2ND,O2/O5/O8/U2/U5/U8/X2/X5/X8/Z2/Z5/Z8,Nursing Roles & Practices IV
SC,NURS 334:23,3,3,58510,58510,In-Person,,,2ND,O2/O5/O8/U2/U5/U8/X2/X5/X8/Z2/Z5/Z8,Nursing Roles & Practices IV
SC,NURS 364:20,3,3,56692,56692,In-Person,"URS -TBA,",MSBS225,2ND,E4,Social Justice & Health
SC,NURS 395:20,3,3,56128,56128,In-Person,,,2ND,TBA,Honours Thesis Seminar I
SC,NURS 406:11,3,3,54449,54449,In-Person,,MSBC117,1ST,B8/K5/K7/L7,Professional Role Transition
SC,NURS 406:12,3,3,54450,54450,In-Person,,MSBC117,1ST,A3/B3/C2/K2,Professional Role Transition
SC,NURS 408:11,3,3,54451,54451,In-Person,,MULH3032,1ST,A4/C1/K4/L4,Adv Population & Public Health
SC,NURS 408:12,3,3,54452,54452,In-Person,,MULH3032,1ST,B6/K3/L3/L8,Adv Population & Public Health
SC,NURS 408:72N,3,3,58921,58921,Online-No Scheduled Delivery,,Distance,L2,TBA,Adv Population & Public Health
SC,NURS 409:11,6,6,54453,54453,In-Person,,,1ST,TBA,Nursing Roles & Practices V
SC,NURS 409:12,6,6,54454,54454,In-Person,,,1ST,TBA,Nursing Roles & Practices V
SC,NURS 409:72N,6,6,58922,58922,Online-No Scheduled Delivery,,Distance,L3,TBA,Nursing Roles & Practices V
SC,NURS 433:10,3,3,56694,56694,In-Person,,MSBM147,1ST,O7/W8,Policy for Health-Strategies
SC,NURS 440:10A,15,15,58739,58739,In-Person,,,NU,TBA,Transition to Nursing Practice
SC,NURS 440:21,15,15,54455,54455,In-Person,,,2ND,TBA,Transition to Nursing Practice
SC,NURS 440:22,15,15,54456,54456,In-Person,,,2ND,TBA,Transition to Nursing Practice
SC,NURS 440:72N,15,15,58923,58923,Online-No Scheduled Delivery,,Distance,L6,TBA,Transition to Nursing Practice
SC,NURS 471:71,3,3,58859,58859,Online-No Scheduled Delivery,,Distance,D,TBA,Forensic Nursing I
SC,NURS 483:71,3,3,58881,58881,Online-No Scheduled Delivery,,Distance,D4,TBA,Hospice Palliative Care Nurs
SC,NURS 488:71,3,3,58861,58861,Online-No Scheduled Delivery,,Distance,D,TBA,Challenges in Aging
SC,NURS 498:00,3,3,44198,44198,In-Person,,,FULL,TBA,Honours Thesis
SC,NURS 499:00,3,3,50831,50831,In-Person,,,FULL,TBA,Adv Major Study & Practice
AR,PGOV 101:10,3,3,53045,53045,In-Person,"Kikkert, Peter",MULH2030,1ST,W7/W8,Public Policy & Governance
AR,PGOV 101:20,3,3,54518,54518,In-Person,"Kikkert, Peter",MULH4034,2ND,Z1/Z2,Public Policy & Governance
AR,PGOV 201:20,3,3,56262,56262,In-Person,"Kikkert, Peter",MULH4034,2ND,U7/U8,Public Policy Analysis
AR,PGOV 202:10,3,3,56263,56263,In-Person,"Clancy, Peter",MULH2032,1ST,Z1/Z2,Governance
AR,PGOV 299:20,3,3,58634,58634,In-Person,"Dean, Ryan",MULH3022,2ND,E6,ST: The Arctic in Cdn Policy
AR,PGOV 301:10,3,3,56265,56265,In-Person,"Dean, Ryan",MULH4022,1ST,Z1/Z2,Comparative Public Policy
AR,PGOV 302:20,3,3,53575,53575,In-Person,"Dean, Ryan",MULH3024,2ND,Z7/Z8,Public Management
AR,PGOV 303:10,3,3,58577,58577,In-Person,"Allen, Nathan",MULH4030,1ST,U4/U5,Research Principles/Practices
AR,PGOV 304:10,3,3,55280,55280,In-Person,"Allen, Nathan",MULH3022,1ST,X4/X5,Research Design
AR,PGOV 305:20,3,3,58637,58637,In-Person,"Wallace, Rebecca",MULH3022,2ND,W1/W2,Gender and Public Policy
AR,PGOV 307:10,3,3,55285,55285,In-Person,"Isnor, Richard",MULH3032,1ST,O7/O8,Intro to Science Policy
AR,PGOV 321:10,3,3,58566,58566,In-Person,"Wallace, Rebecca",MULH4034,1ST,Z4/Z5,Federalism
AR,PGOV 355:20,3,3,58636,58636,In-Person,"Kikkert, Peter",MULH4022,2ND,E4,Learning from Disaster
AR,PGOV 399:10,3,3,58635,58635,In-Person,"Kikkert, Peter",MULH4022,1ST,U1/U2,ST: Local Government
AR,PGOV 401:20,3,3,57243,57243,In-Person,"Dean, Ryan",MULH3022,2ND,O7/W8,Strategic Governance
AR,PGOV 402:10,3,3,57247,57247,In-Person,"Dean, Ryan",MULH4030,1ST,X7/Z7,Senior Seminar
AR,PGOV 451:10,3,3,55283,55283,In-Person,"Kikkert, Peter",MULH3024,1ST,E4,Internship
AR,PGOV 490:00,6,6,55284,55284,In-Person,"Kikkert, Peter",,FULL,TBA,Honours Thesis
AR,PHIL 100:11H,6,6,46734,46734,In-Person,"Groarke, Louis",MULH3024,FULL,C4/C5/C6,Intro Philosophy
AR,PHIL 100:12,6,6,43682,43682,In-Person,"Szlachta, Michael",MULH4032,FULL,C1/C2/C3,Intro Philosophy
AR,PHIL 100:13,6,6,46735,46735,In-Person,"Baldner, Steven; Al-Maini, Doug",MULH4032,FULL,B4/B5/B6,Intro Philosophy
AR,PHIL 100:14,6,6,53745,53745,In-Person,"Bernard, Valerie",MULH3026,FULL,B1/B2/B3,Intro Philosophy
AR,PHIL 100:15,6,6,55348,55348,In-Person,"Curry, Paul; Groarke, Louis",MULH3030,FULL,E5,Intro Philosophy
AR,PHIL 135:20,3,3,52239,52239,In-Person,"Curry, Paul",CO110,2ND,W7/W8,Healthcare Ethics
AR,PHIL 201:10,3,3,51786,51786,In-Person,"Groarke, Louis",MULH2030,1ST,Z7/Z8,Ancient & Medieval Thought
AR,PHIL 202:20,3,3,52198,52198,In-Person,"Shoikhedbrod, Igor",IM114,2ND,Z7/Z8,Modern Political Thought
AR,PHIL 213:10,3,3,58302,58302,In-Person,"Baldner, Steven",MULH3024,1ST,U7/U8,Philosophy of Science
AR,PHIL 251:10,3,3,47461,47461,In-Person,"Bernard, Valerie",CO120,1ST,A4/A5/A6,Critical Thinking
AR,PHIL 298:10,3,3,58703,58703,In-Person,"Al-Maini, Doug",CO110,1ST,C1/C2/C3,ST: Love and Friendship
AR,PHIL 331:10,3,3,42539,42539,In-Person,"Groarke, Louis",CO120,1ST,W7/W8,Ethical Theories
AR,PHIL 333:20,3,3,58556,58556,In-Person,"Al-Maini, Doug",CO120,2ND,U7/U8,Environmental Ethics
AR,PHIL 335:20,3,3,53744,53744,In-Person,"Bernard, Valerie",MULH2034,2ND,A4/A5/A6,Ethics in Health & Medicine
AR,PHIL 342:20,3,3,58303,58303,In-Person,"Szlachta, Michael",SCHW290,2ND,B4/B5/B6,Logic
AR,PHIL 361:10,3,3,58304,58304,In-Person,"Szlachta, Michael",MULH3026,1ST,Z1/Z2,Early Medieval Philosophy
AR,PHIL 362:20,3,3,58305,58305,In-Person,"Szlachta, Michael",MULH3022,2ND,Z1/Z2,Phil in the High Middle Ages
AR,PHIL 367:10,3,3,58306,58306,In-Person,"Bernard, Valerie",SCHW190,1ST,Z7/Z8,Philosophy from Kant to Hegel
AR,PHIL 381:20,3,3,58307,58307,In-Person,"Bernard, Valerie",BB337,2ND,W7/W8,Existentialism & Phenomenology
AR,PHIL 451:10,3,3,58308,58308,In-Person,"Al-Maini, Doug",SCHW190,1ST,W7/W8,"Ethics, Politics & the Law I"
AR,PHIL 490:00,6,6,57653,57653,In-Person,"Al-Maini, Doug",,FULL,TBA,Honours Thesis
SC,PHYS 101:10,3,3,52803,52803,In-Person,"Tasneem, Nafisa",MULH2070,1ST,L1/L2/L3,Life and Health Sciences I
SC,PHYS 101L:11,0,0,52804,52804,In-Person,"Tasneem, Nafisa; Powell, Jamie",NFSC3046,1ST,O7/W8,PHYS 101 Lab
SC,PHYS 101L:12,0,0,52805,52805,In-Person,"Ahmed, Hossain; Powell, Jamie",NFSC3046,1ST,U8/Z8,PHYS 101 Lab
SC,PHYS 102:20,3,3,52806,52806,In-Person,"Ahmed, Hossain",MULH2034,2ND,L1/L2/L3,Life and Health Sciences II
SC,PHYS 102L:21,0,0,52807,52807,In-Person,"Ahmed, Hossain; Powell, Jamie",NFSC3046,2ND,O7/W8,PHYS 102 Lab
SC,PHYS 102L:22,0,0,52808,52808,In-Person,"Ahmed, Hossain; Powell, Jamie",NFSC3046,2ND,U8/Z8,PHYS 102 Lab
SC,PHYS 121:10,3,3,52809,52809,In-Person,"Doucette, Daniel",MULH2070,1ST,C4/C5/C6,Physical Sciences & ENGR I
SC,PHYS 121L:11,0,0,52810,52810,In-Person,"Doucette, Daniel; Powell, Jamie",NFSC3046,1ST,U7/W7,PHYS 121 Lab
SC,PHYS 121L:12,0,0,52811,52811,In-Person,"Doucette, Daniel; Powell, Jamie",NFSC3046,1ST,X7/Z7,PHYS 121 Lab
SC,PHYS 122:20,3,3,52812,52812,In-Person,"Doucette, Daniel",MULH2070,2ND,C4/C5/C6,Physical Sciences & ENGR II
SC,PHYS 122L:21,0,0,52813,52813,In-Person,"Doucette, Daniel; Powell, Jamie",NFSC3046,2ND,U7/W7,PHYS 122 Lab
SC,PHYS 122L:22,0,0,52814,52814,In-Person,"Tasneem, Nafisa; Powell, Jamie",NFSC3046,2ND,X7/Z7,PHYS 122 Lab
SC,PHYS 171:10,3,3,56339,56339,In-Person,"Ahmed, Hossain",MULH3030,1ST,W7/W8,Intro to Astronomy I
SC,PHYS 172:20,3,3,56340,56340,In-Person,"Poole, Peter",MULH3030,2ND,W7/W8,Intro to Astronomy II
SC,PHYS 201:20,3,3,44432,44432,In-Person,"Tasneem, Nafisa",NFSC3046,2ND,C1/C2/C3,Relativity & Quantum Physics
SC,PHYS 201L:20,0,0,44424,44424,In-Person,"Tasneem, Nafisa; Marjerrison, Casey",NFSC1023,2ND,U7/W7,PHYS 201 Lab
SC,PHYS 202:10,3,3,58820,58820,In-Person,"Marzlin, Peter",NFSC1072,1ST,B4/B5/B6,Relativity & Quantum Mechanics
SC,PHYS 221:10,3,3,47052,47052,In-Person,"Comeau, Frank",NFSC3034,1ST,K1/K2/K3,Electric Circuits
SC,PHYS 221L:11,0,0,40457,40457,In-Person,"Marjerrison, Casey",NFSC1079,1ST,O7/W8,PHYS 221 Lab
SC,PHYS 221L:12,0,0,51560,51560,In-Person,"Marjerrison, Casey",NFSC1079,1ST,U8/Z8,PHYS 221 Lab
SC,PHYS 223:20,3,3,50547,50547,In-Person,"Comeau, Frank",NFSC3034,2ND,L1/L2/L3,Digital Electronics
SC,PHYS 223L:20,0,0,50549,50549,In-Person,"Marjerrison, Casey",NFSC1079,2ND,O7/W8,PHYS 223 Lab
SC,PHYS 241:20,3,3,52799,52799,In-Person,"Doucette, Daniel",NFSC3046,2ND,A4/A5/A6,Mathematical Physics
SC,PHYS 242:10,3,3,52800,52800,In-Person,"Ahmed, Hossain",MULH3026,1ST,C1/C2/C3,Classical Dynamics I
SC,PHYS 246:20,3,3,52269,52269,In-Person,"Comeau, Frank",NFSC3034,2ND,K1/K2/K3,Circuit Analysis
SC,PHYS 246L:20,0,0,52270,52270,In-Person,"Comeau, Frank; Marjerrison, Casey",NFSC1079,2ND,C9/K9,PHYS 246 Lab
SC,PHYS 250:20,3,3,58824,58824,In-Person,"Ahmed, Hossain",KC1018A,2ND,C4/C5/C6,Medical Imaging
SC,PHYS 272:20,3,3,58812,58812,In-Person,"Poole, Peter",AX23A,2ND,K4/K5/K6,Astronomy: Stellar System
SC,PHYS 299:20,3,3,59039,59039,In-Person,"Tasneem, Nafisa",NFSC3046,2ND,C4/C5/C6,ST: The Physics of Oppenheimer
SC,PHYS 302:10,3,3,58814,58814,In-Person,"Tasneem, Nafisa",AX23A,1ST,B1/B2/B3,Properties of Matter
SC,PHYS 302L:10,0,0,58815,58815,In-Person,"Tasneem, Nafisa; Marjerrison, Casey",NFSC1079,1ST,U7/W7,PHYS 302 Lab
SC,PHYS 322:10,3,3,58816,58816,In-Person,"Doucette, Daniel",AX23A,1ST,A1/A2/A3,Electromagnetic Theory I
SC,PHYS 344:10,3,3,58817,58817,In-Person,"Poole, Peter",NFSC1096,1ST,L1/L2/L3,Thermal Physics
SC,PHYS 344L:10,0,0,58818,58818,In-Person,"Poole, Peter; Marjerrison, Casey",NFSC1096,1ST,X7/Z7,PHYS 344 Lab
SC,PHYS 399:20,3,3,58819,58819,In-Person,"Marzlin, Peter",NFSC3046,2ND,K1/K2/K3,ST: Adv. General Relatively
SC,PHYS 422:20,3,3,58821,58821,In-Person,"Marzlin, Peter",NFSC1096,2ND,A1/A2/A3,Electromagnetic Theory II
SC,PHYS 444:20,3,3,58822,58822,In-Person,"Poole, Peter",NFSC1096,2ND,L4/L5/L6,Statistical Mechanics
SC,PHYS 444L:20,0,0,58823,58823,In-Person,"Poole, Peter; Marjerrison, Casey",NFSC1096,2ND,U8/Z8,PHYS 444 Lab
SC,PHYS 483:10,3,3,57754,57754,In-Person,"Marzlin, Peter",,1ST,TBA,Honours Thesis I
SC,PHYS 491:00,0,0,51420,51420,In-Person,"Marzlin, Peter",NFSC3046,FULL,X8,Physics Seminar
SC,PHYS 493:20,3,3,57742,57742,In-Person,"Marzlin, Peter",,2ND,TBA,Honours Thesis II
SC,PHYS 494:00,0,0,56352,56352,In-Person,"Marzlin, Peter",,FULL,TBA,Advanced Major Project
AR,PSCI 101:11,3,3,52737,52737,In-Person,"Wallace, Rebecca",MULH2034,1ST,B1/B2/B3,Intro to Politics and Power
AR,PSCI 101:12,3,3,52739,52739,In-Person,"Shoikhedbrod, Igor",MULH4030,1ST,L1/L2/L3,Intro to Politics and Power
AR,PSCI 101:13,3,3,52741,52741,In-Person,"Murphy, Hailey",MULH2034,1ST,C1/C2/C3,Intro to Politics and Power
AR,PSCI 101:14,3,3,52743,52743,In-Person,"Grenier, Yvon",MULH3034,1ST,W7/W8,Intro to Politics and Power
AR,PSCI 101:15,3,3,53577,53577,In-Person,"Allen, Nathan",MULH4034,1ST,X1/X2,Intro to Politics and Power
AR,PSCI 102:21,3,3,52738,52738,In-Person,"Stan, Lavinia",MULH2034,2ND,B1/B2/B3,Comparative & Global Politics
AR,PSCI 102:22,3,3,52740,52740,In-Person,"Dean, Ryan",GM001,2ND,Z1/Z2,Comparative & Global Politics
AR,PSCI 102:23,3,3,52742,52742,In-Person,"Murphy, Hailey",MULH2034,2ND,C1/C2/C3,Comparative & Global Politics
AR,PSCI 102:24,3,3,52744,52744,In-Person,"Cho, Youngwon",MULH4034,2ND,W7/W8,Comparative & Global Politics
AR,PSCI 102:25,3,3,53578,53578,In-Person,"Levin, Jamie",MULH2034,2ND,O4/O5,Comparative & Global Politics
AR,PSCI 201:10,3,3,51793,51793,In-Person,"Groarke, Louis",MULH2030,1ST,Z7/Z8,Ancient & Medieval Thoughts
AR,PSCI 202:20,3,3,52136,52136,In-Person,"Shoikhedbrod, Igor",IM114,2ND,Z7/Z8,Modern Political Thought
AR,PSCI 211:10,3,3,57349,57349,In-Person,"Stan, Lavinia",MULH3034,1ST,Z4/Z5,Comp. Politics of Democracies
AR,PSCI 212:20,3,3,57350,57350,In-Person,"Allen, Nathan",MULH3034,2ND,Z4/Z5,Comp. Politics Non-democracies
AR,PSCI 221:10,3,3,48112,48112,In-Person,"Murphy, Hailey",MULH3034,1ST,U4/U5,Cdn. Political Institutions
AR,PSCI 222:20,3,3,48113,48113,In-Person,"Bickerton, James",MULH3034,2ND,U4/U5,Cdn. Politics & Society
AR,PSCI 241:20,3,3,57356,57356,In-Person,"SCI-TBA,",MULH3030,2ND,U7/U8,Business and Government
AR,PSCI 251:10,3,3,52637,52637,In-Person,"Levin, Jamie",MULH4030,1ST,W4/W5,Foundations of Global Politics
AR,PSCI 252:20,3,3,52638,52638,In-Person,"Cho, Youngwon",CO110,2ND,W4/W5,Contemporary Global Politics
AR,PSCI 291:10,3,3,57352,57352,In-Person,"Grenier, Yvon",MULH3030,1ST,O4/O5,"Violence, Conflict & Politics"
AR,PSCI 302:10,3,3,58749,58749,In-Person,"Shoikhedbrod, Igor",MULH2032,1ST,O4/O5,Marxism and Its Critics
AR,PSCI 321:10,3,3,58565,58565,In-Person,"Wallace, Rebecca",MULH4034,1ST,Z4/Z5,Federalism
AR,PSCI 323:10,3,3,57362,57362,In-Person,"Murphy, Hailey",MULH3022,1ST,U7/U8,Parties & Elections
AR,PSCI 325:20,3,3,58567,58567,In-Person,"Bickerton, James",MULH3034,2ND,W7/W8,Indigenous Politics in Canada
AR,PSCI 335:10,3,3,58557,58557,In-Person,"Stan, Lavinia",MULH4022,1ST,W4/W5,Human Rights & Intern. Justice
AR,PSCI 336:66,3,3,58873,58873,Online-No Scheduled Delivery,"Stan, Lavinia",Online,1ST,TBA,Religion and Politics
AR,PSCI 343:20,3,3,58748,58748,In-Person,"Shoikhedbrod, Igor",SCHW290,2ND,Z4/Z5,Law & Politics
AR,PSCI 344:20,3,3,58559,58559,In-Person,"Murphy, Hailey",MULH3024,2ND,U7/U8,Citizenship & Identity
AR,PSCI 345:66,3,3,58899,58899,Online-No Scheduled Delivery,"Stan, Lavinia",Online,2ND,TBA,Women & Politics
AR,PSCI 352:10,3,3,58568,58568,In-Person,"Cho, Youngwon",SCHW290,1ST,Z4/Z5,American Foreign Policy
AR,PSCI 355:20,3,3,58828,58828,In-Person,"SCI-TBA,",BB236,2ND,U7/U8,Global Issues
AR,PSCI 356:20,3,3,58571,58571,In-Person,"Levin, Jamie",CO110,2ND,O7/O8,Arab-Israeli Conflict
AR,PSCI 357:20,3,3,58572,58572,In-Person,"Cho, Youngwon",MULH3024,2ND,E4,Model United Nations
AR,PSCI 359:10,3,3,58573,58573,In-Person,"Levin, Jamie",MULH3026,1ST,W7/W8,Unconventional Warfare
AR,PSCI 365:20,3,3,58560,58560,In-Person,"Stan, Lavinia",IM202,2ND,W4/W5,Russian Politics
AR,PSCI 371:20,3,3,58574,58574,In-Person,"Allen, Nathan",MULH3026,2ND,X1/X2,Pol Economy of Development
AR,PSCI 389:20,3,3,58799,58799,In-Person,"Murphy, Hailey",MULH3022,2ND,O4/O5,ST: Politics and Technology
AR,PSCI 397:10,3,3,55281,55281,In-Person,"Allen, Nathan",MULH3022,1ST,X4/X5,Research Design
AR,PSCI 399:10,3,3,58576,58576,In-Person,"Allen, Nathan",MULH4030,1ST,U4/U5,Research Methods & Stats
AR,PSCI 421:20,3,3,58561,58561,In-Person,"Bickerton, James",AX113,2ND,U8/Z8,Canadian Politics Seminar
AR,PSCI 451:10,3,3,58562,58562,In-Person,"Cho, Youngwon",NT412,1ST,U8/Z8,Int'l Relations Seminar
AR,PSCI 452:20,3,3,58563,58563,In-Person,"Stan, Lavinia",AX113,2ND,X7/Z7,Seminar: Comparative Politics
AR,PSCI 490:00,6,6,45673,45673,In-Person,"Bickerton, James",,FULL,TBA,Thesis
AR,PSYC 101:11,3,3,54534,54534,In-Person,"McCormick, Peter",MULH2070,1ST,U1/U2,Intro to Psychology I
AR,PSYC 101:12,3,3,54536,54536,In-Person,"Callaghan, Tara",SCHW110,1ST,W7/W8,Intro to Psychology I
AR,PSYC 101:13,3,3,57989,57989,In-Person,"Redden, Ralph",SCHW110,1ST,X1/X2,Intro to Psychology I
AR,PSYC 101:14,3,3,56922,56922,In-Person,"Callaghan, Tara",SCHW110,1ST,U4/U5,Intro to Psychology I
AR,PSYC 101:15,3,3,57578,57578,In-Person,"Redden, Ralph",SCHW110,1ST,O4/O5,Intro to Psychology I
AR,PSYC 101:20,3,3,58642,58642,In-Person,"Callaghan, Tara",SCHW110,2ND,Z1/Z2,Intro to Psychology I
AR,PSYC 101:66,3,3,58876,58876,Online-No Scheduled Delivery,"McCormick, Peter",Online,1ST,TBA,Intro to Psychology Natural
AR,PSYC 102:21,3,3,54535,54535,In-Person,"McCormick, Peter",MULH2070,2ND,U1/U2,Intro to Psychology II
AR,PSYC 102:22,3,3,54537,54537,Online-Scheduled Delivery,"Snow, Mark",ONLINE,2ND,W7/W8,Intro to Psychology II
AR,PSYC 102:23,3,3,54539,54539,Online-Scheduled Delivery,"Snow, Mark",ONLINE,2ND,U4/U5,Intro to Psychology II
AR,PSYC 102:24,3,3,54541,54541,Online-Scheduled Delivery,"Snow, Mark",ONLINE,2ND,Z7/Z8,Intro to Psychology II
AR,PSYC 102:25,3,3,57579,57579,In-Person,"Weaver, Angela",GM001,2ND,O4/O5,Intro to Psychology II
AR,PSYC 102:26,3,3,57990,57990,In-Person,"Weaver, Angela",MULH2070,2ND,X1/X2,Intro to Psychology II
AR,PSYC 102:66,3,3,58901,58901,Online-No Scheduled Delivery,"McCormick, Peter",Online,2ND,TBA,Intro to Psychology II
AR,PSYC 110:10,3,3,56557,56557,In-Person,"Lively, Christopher",SCHW205,1ST,W1/W2,Forensic Psychology
AR,PSYC 155:10,3,3,52864,52864,In-Person,"Lambe, Laura",MSBS225,1ST,X4/X5,Intro Psychology for Nursing
AR,PSYC 211:11A,3,3,58587,58587,In-Person,"Berrigan, Lindsay",MULH4034,1ST,W1/W2,Psychology of Behaviour
AR,PSYC 211:11B,3,3,58650,58650,In-Person,"Berrigan, Lindsay",MULH4034,1ST,W1/W2,Psychology of Behaviour
AR,PSYC 211:11C,3,3,58651,58651,In-Person,"Berrigan, Lindsay",MULH4034,1ST,W1/W2,Psychology of Behaviour
AR,PSYC 211:21A,3,3,58588,58588,In-Person,"Berrigan, Lindsay",MULH4034,2ND,W1/W2,Psychology of Behaviour
AR,PSYC 211:21B,3,3,58652,58652,In-Person,"Berrigan, Lindsay",MULH4034,2ND,W1/W2,Psychology of Behaviour
AR,PSYC 211:21C,3,3,58653,58653,In-Person,"Berrigan, Lindsay",MULH4034,2ND,W1/W2,Psychology of Behaviour
AR,PSYC 211L:11A,0,0,58589,58589,In-Person,"MacDonald, Sara",SCHW256,1ST,K5,PSYC 211 Lab
AR,PSYC 211L:11B,0,0,58590,58590,In-Person,"MacDonald, Sara",SCHW256,1ST,C5,PSYC 211 Lab
AR,PSYC 211L:11C,0,0,58591,58591,In-Person,"MacDonald, Sara",SCHW256,1ST,A5,PSYC 211 Lab
AR,PSYC 211L:21A,0,0,58592,58592,In-Person,"MacDonald, Sara",MULH3032,2ND,K5,PSYC 211 Lab
AR,PSYC 211L:21B,0,0,58632,58632,In-Person,"MacDonald, Sara",MULH3032,2ND,C5,PSYC 211 Lab
AR,PSYC 211L:21C,0,0,58633,58633,In-Person,"MacDonald, Sara",MULH3032,2ND,A5,PSYC 211 Lab
AR,PSYC 221:10,3,3,58595,58595,In-Person,"McCormick, Peter",BB237,1ST,U4/U5,Cognitive Psychology I
AR,PSYC 221L:11,0,0,58597,58597,In-Person,"Overmars, Janea",SCHW256,1ST,A2,PSYC 221 Lab
AR,PSYC 221L:12,0,0,58598,58598,In-Person,"Overmars, Janea",SCHW256,1ST,L1,PSYC 221 Lab
AR,PSYC 221L:13,0,0,58599,58599,In-Person,"Overmars, Janea",SCHW256,1ST,K4,PSYC 221 Lab
AR,PSYC 222:20,3,3,58596,58596,In-Person,"McCormick, Peter",MULH2030,2ND,U4/U5,Cognitive Psychology II
AR,PSYC 222L:21,0,0,58600,58600,In-Person,"Overmars, Janea",MULH3032,2ND,A2,PSYC 222 Lab
AR,PSYC 222L:22,0,0,58601,58601,In-Person,"Overmars, Janea",MULH3032,2ND,L1,PSYC 222 Lab
AR,PSYC 222L:23,0,0,58602,58602,In-Person,"Overmars, Janea",MULH3032,2ND,K4,PSYC 222 Lab
AR,PSYC 231:10,3,3,58603,58603,In-Person,"McKenna, John",SCHW256,1ST,O1/O2,Brain & Behavior I
AR,PSYC 231L:11,0,0,58605,58605,In-Person,"Neville-MacLean, Sherry; Mazerolle, Erin; McKenna, John",BB122,1ST,W1,PSYC 231 Lab
AR,PSYC 231L:12,0,0,58606,58606,In-Person,"Neville-MacLean, Sherry; Mazerolle, Erin; McKenna, John",BB122,1ST,U4,PSYC 231 Lab
AR,PSYC 232:20,3,3,58604,58604,In-Person,"McKenna, John",CO120,2ND,O1/O2,Brain & Behavior II
AR,PSYC 232L:21,0,0,58607,58607,In-Person,"Neville-MacLean, Sherry; Mazerolle, Erin",BB122,2ND,W1,PSYC 232 Lab
AR,PSYC 232L:22,0,0,58608,58608,In-Person,"Neville-MacLean, Sherry; Mazerolle, Erin",BB122,2ND,U4,PSYC 232 Lab
AR,PSYC 255:11,3,3,58296,58296,In-Person,"Prusaczyk, Elvira",MULH4032,1ST,Z1/Z2,Social Psychology
AR,PSYC 255:12,3,3,58298,58298,In-Person,"Prusaczyk, Elvira",MULH2034,1ST,W7/W8,Social Psychology
